Title,Author,Publish Date,Keywords,URL,First Name,Gender
Naghash Ensemble captivates sold-out audience at Carnegie Hall,Dalita Getzoyan,2023-03-22,"naghash, half, audience, soldout, armenian, music, played, york, captivates, hodian, poems, carnegie, hall, pieces, ensemble",https://armenianweekly.com/2023/03/22/naghash-ensemble-captivates-sold-out-audience-at-carnegie-hall/,Dalita,female
Komitas Vardapet and Tigran Mansurian,Lusine Sahakyan,2023-03-01,"vardapet, pp, mansurian, musical, tigran, music, armenian, p, art, komitas, composer",https://armenianweekly.com/2023/03/01/komitas-vardapet-and-tigran-mansurian/,Lusine,female
Kariné Poghosyan brilliantly introduces Folk Themes at Carnegie Hall,Dalita Getzoyan,2023-02-08,"poghosyan, world, introduces, folk, music, performance, true, experience, brilliantly, themes, piano, roots, carnegie, kariné, hall, playing, mode",https://armenianweekly.com/2023/02/08/karine-poghosyan-brilliantly-introduces-folk-themes-at-carnegie-hall/,Dalita,female
Ara Malikian’s Journey to Carnegie Hall,Dalita Getzoyan,2022-12-14,"styles, inspired, world, different, violin, malikian, journey, music, armenian, tour, malikians, ara, carnegie, hall",https://armenianweekly.com/2022/12/14/ara-malikians-journey-to-carnegie-hall/,Dalita,female
Swept away by Bedouine in Philly,Taleen Postian,2022-07-26,"stage, audience, louise, american, armenian, performance, philly, song, away, voice, bedouine, live, swept",https://armenianweekly.com/2022/07/26/swept-away-by-bedouine-in-philly/,Taleen,female
Little Marinka honors her hero father with song,Talar Keoseyan,2022-07-26,"little, old, 26yearold, hero, honors, marinka, song, mariam, life, armenia, grigoryan, loves, father, sister",https://armenianweekly.com/2022/07/26/little-marinka-honors-her-hero-father-with-song/,Talar,female
The largest Armenian summer festival in Europe takes over London,Lara Bazzoui,2022-07-13,"takes, largest, energy, asf, london, uk, festival, armenians, armenian, europe, culture, day, petrosyan, summer",https://armenianweekly.com/2022/07/13/the-largest-armenian-summer-festival-in-europe-takes-over-london/,Lara,female
"Sunrise Stepanakert Festival brings joy, hope to Artsakh",Irina Safaryan,2022-07-11,"say, hope, sunrise, festival, state, armenian, stepanakert, art, brings, second, artsakh, location, joy",https://armenianweekly.com/2022/07/11/sunrise-in-artsakh/,Irina,female
Letters from Aram,Jane Partizpanyan,2022-06-06,"khachaturian, emma, musical, letters, tsaturyan, worked, armenian, music, aram, concert, choir",https://armenianweekly.com/2022/06/06/letters-from-aram/,Jane,female
Houshamadyan: Preserving Armenian Village Dance and Life,Pauline Getzoyan,2022-05-18,"dancing, work, different, dance, armenian, dances, life, village, preserving, houshamadyan, explained, genocide, experts",https://armenianweekly.com/2022/05/18/houshamadyan-preserving-armenian-village-dance-and-life/,Pauline,female
Armenian-German composer Meredi on new album and finding her roots,Julietta Bisharyan,2021-08-18,"trance, finding, meredi, berlin, understand, album, armenian, music, feel, roots, identity, longing, composer, armeniangerman",https://armenianweekly.com/2021/08/18/armenian-german-composer-meredi-on-new-album-and-finding-her-roots/,Julietta,female
Nectar for the Bitter World,Lilit Zakoyan,2021-07-13,"gasparyan, world, nectar, sound, musicians, prayer, music, armenian, duduk, song, bitter, melodies",https://armenianweekly.com/2021/07/13/nectar-for-the-bitter-world/,Lilit,female
Garabala: “We just wanted to play Armenian music”,Narine Vlasyan,2021-02-17,"karakachian, garabala, band, garabalas, songs, musicians, folk, armenian, music, bands, play, wanted",https://armenianweekly.com/2021/02/17/garabala-we-just-wanted-to-play-armenian-music/,Narine,female
Pianist Kariné Poghosyan on Staying Positive and Performing on Patreon,Kariné Poghosyan,2020-07-30,"poghosyan, positive, staying, musical, pianist, music, performance, concert, day, feel, daily, kariné, project, way, performing, patreon",https://armenianweekly.com/2020/07/30/pianist-poghosyan-on-staying-positive-and-performing-on-patreon/,Kariné,female
My Father’s Music Room,Arev Dinkjian,2020-06-18,"fathers, little, id, sound, room, right, music, special, remember, things, father",https://armenianweekly.com/2020/06/18/my-fathers-music-room/,Arev,female
Discovering Armenia through Song,Sarah Stites,2020-05-20,"team, alin, meg, musical, music, armenian, discovering, song, armenia, artsakh, project, wanted",https://armenianweekly.com/2020/05/20/discovering-armenia-through-song/,Sarah,female
Humanity will help us prevail,Arsineh Valladian,2020-04-28,"stage, world, humanity, music, bands, bambir, lav, armenia, prevail, went, help, live, share",https://armenianweekly.com/2020/04/28/humanity-will-help-us-prevail/,Arsineh,female
Keepers of the Flame,Lori Sinanian,2019-06-06,"work, medieval, naghash, classical, ensemble, armenian, music, poems, keepers, traditional, flame, naghashs",https://armenianweekly.com/2019/06/06/keepers-of-the-flame/,Lori,female
Oror ou Nani Lullaby Collection: A Spiritual Awakening,Leeza Arakelian,2019-06-05,"khatchadourian, lullaby, awakening, oror, collection, armenian, nani, album, duduk, voice, spiritual, ou, khatchadourians",https://armenianweekly.com/2019/06/05/oror-ou-nani-lullaby-collection-a-spiritual-awakening/,Leeza,female
"Berklee Alum, Duduk Player Inna Dudukina Wows Justin Timberlake",Leeza Arakelian,2019-05-15,"justin, alum, im, dudukina, player, world, wows, talent, visit, armenian, duduk, berklee, instrument, armenia, timberlake, inna, vocalist",https://armenianweekly.com/2019/05/15/berklee-alum-duduk-player-inna-dudukina-wows-justin-timberlake/,Leeza,female
Collectif Medz Bazar Strikes Chords and Conversation in Boston Debut,Karine Vann,2019-03-28,"medz, turkish, collectif, strikes, chords, songs, band, debut, bazar, armenian, conversation, music, boston, play, genocide",https://armenianweekly.com/2019/03/28/collectif-medz-bazar-strikes-chords-and-conversation-in-boston-debut/,Karine,female
Collectif Medz Bazar Chats About Upcoming Boston Visit,Meliné Thebarge,2019-03-14,"medz, turkish, collectif, chats, band, love, visit, bazar, music, boston, turkey, play, traditional, upcoming",https://armenianweekly.com/2019/03/14/collectif-medz-bazar-chats-about-upcoming-boston-visit/,Meliné,female
Tuning in to The Deenjes,Lilit Margaryan,2018-09-03,"say, band, songs, hamza, film, tuning, armenian, music, song, vatinyan, deenjes, poem",https://armenianweekly.com/2018/09/03/tuning-in-to-the-deenjes/,Lilit,female
Unexplored Armenia,Talar Keoseyan,2024-12-18,"guide, places, hakobian, book, visit, unexplored, historical, heritage, fortresses, armenia, country",https://armenianweekly.com/2024/12/18/unexplored-armenia/,Talar,female
Danielle Mikaelian visits San Lazzaro degli Armeni,Danielle Mikaelian,2024-11-26,"visited, lazzaro, requires, mikaelian, danielle, week, armenians, armenian, degli, visits, island, san, italy, armeni",https://armenianweekly.com/2024/11/26/danielle-mikaelian-visits-san-lazzaro-degli-armeni/,Danielle,female
Hiking Artsakh with Armenian Geographic,Siranush Sargsyan,2022-12-07,"visited, artsakh, hiking, villages, tigran, patara, visit, mountain, armenian, war, geographic, kachaghakaberd",https://armenianweekly.com/2022/12/07/hiking-artsakh-with-armenian-geographic/,Siranush,female
First Impressions: Part VI,Ruth Hartunian-Alumbaugh,2021-09-01,"hear, school, wall, practice, sit, vi, dont, worry, piano, impressions, things, didnt",https://armenianweekly.com/2021/09/01/first-impressions-part-vi/,Ruth,female
First Impressions: Part V,Ruth Hartunian-Alumbaugh,2020-06-24,"come, quite, question, felt, dont, lesson, armenian, v, life, yerevan, impressions, words",https://armenianweekly.com/2020/06/24/first-impressions-part-v/,Ruth,female
First Impressions Part IV,Ruth Hartunian-Alumbaugh,2020-05-28,"work, iv, learned, armenian, music, long, travels, impressions, things, piano, teacher, learning",https://armenianweekly.com/2020/05/28/first-impressions-part-iv/,Ruth,female
First Impressions: Part III,Ruth Hartunian-Alumbaugh,2020-03-11,"need, bread, knew, love, world, tourists, iii, walk, armenian, impressions, church, spirit",https://armenianweekly.com/2020/03/11/first-impressions-part-iii/,Ruth,female
First Impressions: Part II,Ruth Hartunian-Alumbaugh,2020-02-19,"took, wasnt, ii, world, wisconsin, felt, virap, armenian, khor, impressions, armenia, wonder",https://armenianweekly.com/2020/02/19/first-impressions-part-ii/,Ruth,female
Inside Armenia’s Up-and-Coming Wine Industry,Araxie Cass,2020-01-22,"winery, aimee, inside, wineworks, armenian, wines, vineyards, wine, armenias, armenia, upandcoming, industry",https://armenianweekly.com/2020/01/22/inside-armenias-up-and-coming-wine-industry/,Araxie,female
Hasmik,Nayiri Panossian,2020-01-09,"work, told, hasmik, dont, asked, armenian, armenia, really, know, didnt",https://armenianweekly.com/2020/01/09/hasmik/,Nayiri,female
The Armenian Town That Replaced Mining With Sustainable Development,Araxie Cass,2019-10-23,"mountains, winery, replaced, development, sustainable, noyemberyan, town, armenian, mining, wine, armenia, locals, local, nune",https://armenianweekly.com/2019/10/23/the-armenian-town-that-replaced-mining-with-sustainable-development/,Araxie,female
My Journey to Ararat,Meghri Dervartanian,2019-09-16,"ararat, going, journey, mountain, armenian, know, camp, hours, base, rest, summit",https://armenianweekly.com/2019/09/16/my-journey-to-ararat/,Meghri,female
First Impressions—Part I,Ruth Hartunian-Alumbaugh,2019-09-04,"mountains, vanadzor, family, met, armenian, feel, things, armenia, learn, impressionspart, willing",https://armenianweekly.com/2019/09/04/first-impressions-part-i/,Ruth,female
International Co-Living Builds Bridges on the Shore of Lake Sevan,Maya Adivi,2019-08-13,"kildetoft, shore, builds, living, international, school, strands, artanish, lake, project, sevan, coliving, armenia, things, social, bridges, cilicia",https://armenianweekly.com/2019/08/13/international-co-living-builds-bridges-on-the-shore-of-lake-sevan/,Maya,female
Mascots and Flags: Thoughts from a Genocide Amusement Park,Araxie Cass,2019-07-18,"churches, park, turkish, tourists, walked, city, amusement, kharberd, thoughts, old, flags, armenians, mascots, soldiers, genocide",https://armenianweekly.com/2019/07/18/mascots-and-flags-thoughts-from-a-genocide-amusement-park/,Araxie,female
Karanian’s ‘Armenian Highland’ a Touchstone to the Past,Leeza Arakelian,2019-06-19,"work, past, karanian, van, armenian, highland, touchstone, stones, village, using, explained, western, karanians",https://armenianweekly.com/2019/06/19/karanians-armenian-highland-a-touchstone-to-the-past/,Leeza,female
Collective Dilijan: The Gap Year You Wish You Had,Maya Adivi,2018-09-27,"wish, uwc, school, strands, dilijan, vedovello, armenian, gap, collective, armenia, projects, project",https://armenianweekly.com/2018/09/27/collective-dilijan-the-gap-year-you-wish-you-had/,Maya,female
Animal Behavior,Sharisse Zeroonian,2020-04-01,"head, behavior, mother, im, room, felt, thaddeus, day, nick, animal, father, didnt",https://armenianweekly.com/2020/04/01/animal-behavior/,Sharisse,female
Maria and Michelle,Sharisse Zeroonian,2019-10-30,"maria, know, arden, ani, taline, james, michelle, sister, uber, didnt",https://armenianweekly.com/2019/10/30/maria-and-michelle/,Sharisse,female
God's Masterpieces,Sharisse Zeroonian,2019-07-18,"tattoo, masterpieces, gods, little, im, youre, dont, chris, thought, nadia, way, know",https://armenianweekly.com/2019/07/18/67083/,Sharisse,female
Real People,Sharisse Zeroonian,2019-02-13,"come, little, knew, jaime, better, nairi, nairis, way, real, eliza, didnt",https://armenianweekly.com/2019/02/13/real-people/,Sharisse,female
Drowsy,Sharisse Zeroonian,2019-01-23,"wasnt, mother, armand, told, daddy, drowsy, day, eric, father, paper, mommy",https://armenianweekly.com/2019/01/23/drowsy/,Sharisse,female
Reunion with My Armenian DP Camp Playmate,Knarik O. Meneshian,2023-06-22,"german, anusch, reunion, mother, playmate, family, dps, armenian, parents, life, camp, dp, father",https://armenianweekly.com/2023/06/22/reunion-with-my-armenian-dp-camp-playmate/,Knarik,female
The Story of My Armenian DP Camp Playmate,Knarik O. Meneshian,2023-02-01,"german, mother, playmate, children, family, armenian, parents, life, camp, germany, dp",https://armenianweekly.com/2023/02/01/the-story-of-my-armenian-dp-camp-playmate/,Knarik,female
Light and Momentary Troubles,Sarah Stites,2019-12-06,"gyumri, train, friend, told, rayas, troubles, earthquake, light, momentary, days, raya, nara, english",https://armenianweekly.com/2019/12/06/light-and-momentary-troubles/,Sarah,female
Speaking Armenian—Choice? Luxury? Bother?,Milena Baghdasaryan,2019-01-23,"lose, feelings, speaking, armenianchoice, language, bother, word, armenian, speak, armenia, daughter, karot, luxury, russian",https://armenianweekly.com/2019/01/23/speaking-armenian-choice-luxury-bother/,Milena,female
I Was a Star Student in Armenia—Then I Left,Milena Baghdasaryan,2019-01-04,"china, writers, school, star, exam, education, armenian, armeniathen, thanks, armenia, eyes, lab, student, left",https://armenianweekly.com/2019/01/04/i-was-a-star-student-in-armenia-then-i-left/,Milena,female
Suburban America Through the Recipe Cabinet of My Immigrant Mother,Karine Vann,2018-11-15,"mother, recipe, books, american, cooking, armenian, america, cabinet, recipes, suburban, menu, immigrant, mothers",https://armenianweekly.com/2018/11/15/suburban-america-through-the-recipe-cabinet-of-my-immigrant-mother/,Karine,female
Thirty Years in Armenian Journalism,Araxie Vann,2018-09-17,"program, voa, service, programs, armenian, tv, radio, broadcasting, armenia, thirty, journalism, soviet",https://armenianweekly.com/2018/09/17/thirty-years-in-armenian-journalism/,Araxie,female
